%dir	flowInd	flowStat	timeFirst	timeLast	duration	numHdrDesc	numHdrs	hdrDesc	srcMac	dstMac	ethType	vlanID	srcIP	srcIPCC	srcIPOrg	srcPort	dstIP	dstIPCC	dstIPOrg	dstPort	l4Proto	macStat	macPairs	srcMac_dstMac_numP	srcMacLbl_dstMacLbl	dstPortClassN	dstPortClass	numPktsSnt	numPktsRcvd	numBytesSnt	numBytesRcvd	minPktSz	maxPktSz	avePktSize	stdPktSize	minIAT	maxIAT	aveIAT	stdIAT	pktps	bytps	pktAsm	bytAsm	tcpFStat	ipMindIPID	ipMaxdIPID	ipMinTTL	ipMaxTTL	ipTTLChg	ipToS	ipFlags	ipOptCnt	ipOptCpCl_Num	ip6OptCntHH_D	ip6OptHH_D	tcpISeqN	tcpPSeqCnt	tcpSeqSntBytes	tcpSeqFaultCnt	tcpPAckCnt	tcpFlwLssAckRcvdBytes	tcpAckFaultCnt	tcpBFlgtMx	tcpInitWinSz	tcpAveWinSz	tcpMinWinSz	tcpMaxWinSz	tcpWinSzDwnCnt	tcpWinSzUpCnt	tcpWinSzChgDirCnt	tcpWinSzThRt	tcpFlags	tcpAnomaly	tcpOptPktCnt	tcpOptCnt	tcpOptions	tcpMSS	tcpWS	tcpMPTBF	tcpMPF	tcpMPAID	tcpMPDSSF	tcpTmS	tcpTmER	tcpEcI	tcpUtm	tcpBtm	tcpSSASAATrip	tcpRTTAckTripMin	tcpRTTAckTripMax	tcpRTTAckTripAve	tcpRTTAckTripJitAve	tcpRTTSseqAA	tcpRTTAckJitAve	tcpStatesAFlags	icmpStat	icmpTCcnt	icmpBFTypH_TypL_Code	icmpTmGtw	icmpEchoSuccRatio	icmpPFindex	connSip	connDip	connSipDip	connSipDprt	connF	connG	connNumPCnt	connNumBCnt
A	5	0x0400000000004000	1690207988.849112000	1690207993.854148000	5.005036000	1	3	eth:ipv4:tcp	5c:e9:1e:6a:fd:c6	b8:d9:4d:f1:84:60	0x0800		192.168.2.168	07	"Private network"	54392	52.223.241.20	us	"Amazon Technologies Inc"	443	6	0x00	1	5c:e9:1e:6a:fd:c6_b8:d9:4d:f1:84:60_11	-_SagemcomB,FR	443	https	11	13	1747	9407	0	1150	158.8182	313.0559	0	4.101234	0.4550033	1.107352	2.197786	349.0485	-0.08333334	-0.6867492	0x0a33	0	0	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	115626943	10	1747	0	10	9407	0	1230	65535	128625.3	65535	132480	3	3	4	0	0x011b	0x0000	11	37	0x0000011e	1460	64	0x0000	0x00	0	0x00	1489172386	575564209	0.004	5956689.826928	1684251304.2917548392	0.02394099	0.02015098	4.10101	0.3879372	1.028499	0.024032	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	6	1	7	15	2.5	2.142857	1278	16914
B	5	0x0400000000004001	1690207988.873053000	1690207993.880115000	5.007062000	1	3	eth:ipv4:tcp	b8:d9:4d:f1:84:60	5c:e9:1e:6a:fd:c6	0x0800		52.223.241.20	us	"Amazon Technologies Inc"	443	192.168.2.168	07	"Private network"	54392	6	0x00	1	b8:d9:4d:f1:84:60_5c:e9:1e:6a:fd:c6_13	SagemcomB,FR_-	443	https	13	11	9407	1747	0	1440	723.6154	555.5242	0	4.101199	0.3851586	1.040643	2.596333	1878.746	0.08333334	0.6867492	0x0213	6293	59233	57	57	0	0x00	0x4044	0	0x00_0x00000000	0_0	0x00000000_0x00000000	765239790	13	9407	0	13	1747	0	5238	65160	64556.05	64512	65160	2	0	0	0	0x031b	0x0000	13	41	0x0000011e	1452	512	0x0000	0x00	0	0x00	575564975	1489172386	0.004	2302260.009351	1687905733.3932320616	9.1008e-05	5.7984e-05	0.640114	0.05934482	0.1751218	0.447282	1.043301	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	6	6	14	14	2.333333	42	32675
A	10	0x0400000000004000	1690207993.857019000	1690207998.851980000	4.994961000	1	3	eth:ipv4:tcp	5c:e9:1e:6a:fd:c6	b8:d9:4d:f1:84:60	0x0800		192.168.2.168	07	"Private network"	54394	52.223.241.20	us	"Amazon Technologies Inc"	443	6	0x00	1	5c:e9:1e:6a:fd:c6_b8:d9:4d:f1:84:60_13	-_SagemcomB,FR	443	https	13	14	1747	10963	0	1150	134.3846	293.1654	0	4.087118	0.3842278	1.044455	2.602623	349.7525	-0.03703704	-0.7250984	0x0a33	0	0	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	2604210080	12	1747	0	12	10963	0	1230	65535	129305.9	65535	132480	4	4	5	0	0x011b	0x0000	13	43	0x0000011e	1460	64	0x0000	0x00	0	0x00	3472973719	3780544403	0.001	3472973.883957	1686735025.692518392	0.02195597	0.00032	4.086918	0.3036774	1.008169	0.02209101	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	7	1	7	15	2.142857	2.142857	1535	21384
B	10	0x0400000000004001	1690207993.878975000	1690207998.872122000	4.993147000	1	3	eth:ipv4:tcp	b8:d9:4d:f1:84:60	5c:e9:1e:6a:fd:c6	0x0800		52.223.241.20	us	"Amazon Technologies Inc"	443	192.168.2.168	07	"Private network"	54394	6	0x00	1	b8:d9:4d:f1:84:60_5c:e9:1e:6a:fd:c6_14	SagemcomB,FR_-	443	https	14	13	10963	1747	0	1440	783.0714	562.3988	0	4.08749	0.3566534	1.015684	2.803843	2195.609	0.03703704	0.7250984	0x0213	30613	34912	57	57	0	0x00	0x4044	0	0x00_0x00000000	0_0	0x00000000_0x00000000	2564696092	14	10963	0	14	1747	0	4360	65160	64542.83	64512	65160	2	0	0	0	0x031b	0x0000	14	44	0x0000011e	1452	512	0x0000	0x00	0	0x00	3780545337	3472973719	0.001	3780545.516566	1686427453.4022040208	0.00013504	3.8016e-05	0.826406	0.06473878	0.2112615	0.3684161	1.030066	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	7	6	14	14	2.333333	59	47957
A	16	0x0400000000004000	1690207998.854242000	1690208003.856887000	5.002645000	1	3	eth:ipv4:tcp	5c:e9:1e:6a:fd:c6	b8:d9:4d:f1:84:60	0x0800		192.168.2.168	07	"Private network"	54395	52.223.241.20	us	"Amazon Technologies Inc"	443	6	0x00	1	5c:e9:1e:6a:fd:c6_b8:d9:4d:f1:84:60_14	-_SagemcomB,FR	443	https	14	15	1747	12305	0	1150	124.7857	284.463	0	4.106832	0.3573318	1.018822	2.79852	349.2153	-0.03448276	-0.7513521	0x0a33	0	0	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	148180763	13	1747	0	13	12305	0	1230	65535	129637.6	65535	132480	6	4	7	0	0x011b	0x0000	14	46	0x0000011e	1460	64	0x0000	0x00	0	0x00	421453567	575574033	0.001	421453.587018	1689786550.1601491096	0.02075802	0.000244992	4.106606	0.2867524	0.983817	0.02092998	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	7	1	7	15	2.142857	2.142857	1782	25993
B	16	0x0400000000004001	1690207998.875000000	1690208003.878052000	5.003052000	1	3	eth:ipv4:tcp	b8:d9:4d:f1:84:60	5c:e9:1e:6a:fd:c6	0x0800		52.223.241.20	us	"Amazon Technologies Inc"	443	192.168.2.168	07	"Private network"	54395	6	0x00	1	b8:d9:4d:f1:84:60_5c:e9:1e:6a:fd:c6_15	SagemcomB,FR_-	443	https	15	14	12305	1747	0	1440	820.3333	567.3333	0	4.106644	0.3335368	0.9919717	2.99817	2459.499	0.03448276	0.7513521	0x0213	58985	6539	57	57	0	0x00	0x0044	0	0x00_0x00000000	0_0	0x00000000_0x00000000	33885600	15	12305	0	15	1747	0	5760	65160	64523.05	64512	65160	2	0	0	0	0x031b	0x0000	15	47	0x0000011e	1452	512	0x0000	0x00	0	0x00	575574974	421453567	0.001	575575.001338	1689632428.1877333616	0.000171968	3.8016e-05	0.813686	0.05911721	0.2016784	0.3458697	1.004276	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	7	6	14	14	2.333333	77	64595
A	17	0x0400000000004000	1690208003.859503000	1690208008.857060000	4.997557000	1	3	eth:ipv4:tcp	5c:e9:1e:6a:fd:c6	b8:d9:4d:f1:84:60	0x0800		192.168.2.168	07	"Private network"	54396	52.223.241.20	us	"Amazon Technologies Inc"	443	6	0x00	1	5c:e9:1e:6a:fd:c6_b8:d9:4d:f1:84:60_15	-_SagemcomB,FR	443	https	15	18	1747	15282	0	1150	116.4667	278.9079	0	3.999337	0.3331705	0.9681145	3.001467	349.5708	-0.09090909	-0.7948206	0x0a33	0	0	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	4268547658	14	1747	0	14	15282	0	1230	65535	129704.8	65535	132480	6	4	7	0	0x011b	0x0000	15	49	0x0000011e	1460	64	0x0000	0x00	0	0x00	1646178920	1183378877	0.001	1646178.998189	1688561830.1363319096	0.02072102	0.000148992	3.999187	0.2329939	0.8862172	0.02084102	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	7	1	8	16	2.285714	2	2190	31722
B	17	0x0400000000004001	1690208003.880224000	1690208008.882170000	5.001946000	1	3	eth:ipv4:tcp	b8:d9:4d:f1:84:60	5c:e9:1e:6a:fd:c6	0x0800		52.223.241.20	us	"Amazon Technologies Inc"	443	192.168.2.168	07	"Private network"	54396	6	0x00	1	b8:d9:4d:f1:84:60_5c:e9:1e:6a:fd:c6_18	SagemcomB,FR_-	443	https	18	15	15282	1747	0	1440	849	583.041	0	3.999358	0.2778859	0.8991233	3.598599	3055.211	0.09090909	0.7948206	0x0213	25311	40210	57	57	0	0x00	0x0044	0	0x00_0x00000000	0_0	0x00000000_0x00000000	2370134208	18	15282	0	18	1747	0	5760	65160	64515.79	64512	65160	2	0	0	0	0x031b	0x0000	18	56	0x0000011e	1452	512	0x0000	0x00	0	0x00	1183379816	1646178920	0.001	1183379.872208	1689024629.829497320	0.00012	5.504e-05	0.8985069	0.06097113	0.2162615	0.293965	0.9122226	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	7	7	15	15	2.142857	99	83398
A	22	0x0400000000004000	1690208008.860362000	1690208013.854404000	4.994042000	1	3	eth:ipv4:tcp	5c:e9:1e:6a:fd:c6	b8:d9:4d:f1:84:60	0x0800		192.168.2.168	07	"Private network"	54397	52.223.241.20	us	"Amazon Technologies Inc"	443	6	0x00	1	5c:e9:1e:6a:fd:c6_b8:d9:4d:f1:84:60_15	-_SagemcomB,FR	443	https	15	18	1747	16638	0	1150	116.4667	278.9079	0	4.007765	0.3329361	0.9692034	3.003579	349.8168	-0.09090909	-0.8099537	0x0a33	0	0	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	3217012272	14	1747	0	14	16638	0	1230	65535	129650.3	65535	132480	6	5	7	0	0x011b	0x0000	15	49	0x0000011e	1460	64	0x0000	0x00	0	0x00	1145321626	3179068709	0.001	1145321.680400	1689062692.3320076392	0.02301299	0.00064096	4.007601	0.2337925	0.8880162	0.02316499	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	7	1	7	15	2.142857	2.142857	2461	35987
B	22	0x0400000000004001	1690208008.883375000	1690208013.880014000	4.996639000	1	3	eth:ipv4:tcp	b8:d9:4d:f1:84:60	5c:e9:1e:6a:fd:c6	0x0800		52.223.241.20	us	"Amazon Technologies Inc"	443	192.168.2.168	07	"Private network"	54397	6	0x00	1	b8:d9:4d:f1:84:60_5c:e9:1e:6a:fd:c6_18	SagemcomB,FR_-	443	https	18	15	16638	1747	0	1440	924.3333	564.8621	0	4.007843	0.277591	0.9001402	3.602422	3329.838	0.09090909	0.8099537	0x0213	62369	3152	57	57	0	0x00	0x0044	0	0x00_0x00000000	0_0	0x00000000_0x00000000	1520006129	18	16638	0	18	1747	0	10080	65160	64515.79	64512	65160	2	0	0	0	0x031b	0x0000	18	56	0x0000011e	1452	512	0x0000	0x00	0	0x00	3179069639	1145321626	0.001	3179069.789998	1687028944.3050674616	0.000152	3.296e-05	0.878277	0.05954521	0.2114091	0.2933377	0.9128343	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	7	6	14	14	2.333333	116	103398
